Order Date,Postal Code,Region,State,Profit,Profit Ratio,Sales
15/6/2012,85234,West,Arizona,-36,-0.1,365
15/6/2012,85234,West,Arizona,3,0.313,10
15/6/2012,85234,West,Arizona,-20,-0.238,82
16/6/2012,10009,East,New York,1144,0.375,3050
16/6/2012,10009,East,New York,33,0.25,134
16/6/2012,75051,Central,Texas,-25,-0.129,197
16/6/2012,75051,Central,Texas,9,0.325,29
16/6/2012,75051,Central,Texas,10,0.363,27
16/6/2012,19134,East,Pennsylvania,2,0.35,6
18/6/2012,37167,South,Tennessee,56,0.088,643
18/6/2012,37167,South,Tennessee,-4,-0.733,6
18/6/2012,37167,South,Tennessee,7,0.35,21
18/6/2012,92105,West,California,15,0.29,52
18/6/2012,33178,South,Florida,4,0.263,14
18/6/2012,85345,West,Arizona,21,0.275,75
18/6/2012,85345,West,Arizona,-6,-0.667,9
18/6/2012,85345,West,Arizona,-3,-0.733,5
18/6/2012,85345,West,Arizona,4,0.363,12
18/6/2012,22204,South,Virginia,19,0.32,61
18/6/2012,22204,South,Virginia,16,0.48,33
18/6/2012,22204,South,Virginia,17,0.48,35
18/6/2012,22204,South,Virginia,59,0.13,450
18/6/2012,22204,South,Virginia,140,0.3,468
19/6/2012,19134,East,Pennsylvania,2,0.338,6
19/6/2012,90032,West,California,4,0.32,13
19/6/2012,90032,West,California,88,0.47,187
19/6/2012,90032,West,California,3,0.48,6
19/6/2012,75081,Central,Texas,-10,-1.65,6
19/6/2012,77070,Central,Texas,14,0.063,229
20/6/2012,80013,West,Colorado,16,0.125,126
20/6/2012,19134,East,Pennsylvania,92,0.288,320
20/6/2012,94122,West,California,100,0.39,258
20/6/2012,94122,West,California,47,0.375,126
21/6/2012,32725,South,Florida,38,0.35,108
22/6/2012,60505,Central,Illinois,-526,-0.66,796
22/6/2012,84041,West,Utah,2,0.47,5
22/6/2012,14609,East,New York,457,0.375,1218
23/6/2012,98502,West,Washington,23,0.113,202
23/6/2012,90805,West,California,2,0.33,5
23/6/2012,90805,West,California,9,0.063,144
23/6/2012,90805,West,California,19,0.088,218
23/6/2012,30344,South,Georgia,9,0.34,27
23/6/2012,30344,South,Georgia,75,0.45,166
23/6/2012,30344,South,Georgia,18,0.24,75
25/6/2012,77041,Central,Texas,-21,-0.275,75
25/6/2012,77041,Central,Texas,-1,-1.5,1
25/6/2012,77041,Central,Texas,2,0.363,5
25/6/2012,77041,Central,Texas,16,0.338,48
25/6/2012,94110,West,California,57,0.28,205
25/6/2012,90045,West,California,5,0.25,21
25/6/2012,90045,West,California,28,0.313,89
25/6/2012,90045,West,California,9,0.03,304
25/6/2012,19143,East,Pennsylvania,11,0.35,31
25/6/2012,19143,East,Pennsylvania,-18,-0.225,78
26/6/2012,48180,Central,Michigan,9,0.21,42
26/6/2012,23223,South,Virginia,80,0.24,333
26/6/2012,23223,South,Virginia,21,0.49,43
26/6/2012,23223,South,Virginia,69,0.48,144
26/6/2012,23223,South,Virginia,4,0.27,15
26/6/2012,44107,East,Ohio,16,0.363,43
26/6/2012,77070,Central,Texas,109,0.113,972
28/6/2012,85234,West,Arizona,47,0.075,622
28/6/2012,85234,West,Arizona,2,0.338,6
28/6/2012,30080,South,Georgia,42,0.3,141
28/6/2012,30080,South,Georgia,55,0.46,120
28/6/2012,45373,East,Ohio,-377,-0.78,483
28/6/2012,45373,East,Ohio,5,0.35,16
29/6/2012,10024,East,New York,1,0.011,118
29/6/2012,68104,Central,Nebraska,73,0.27,270
29/6/2012,10011,East,New York,11,0.45,25
29/6/2012,17602,East,Pennsylvania,2,0.088,20
2/7/2012,77070,Central,Texas,-85,-2.6,33
2/7/2012,10024,East,New York,9,0.48,19
2/7/2012,27604,South,North Carolina,46,0.288,160
2/7/2012,27604,South,North Carolina,-2,-0.8,3
2/7/2012,27604,South,North Carolina,3,0.35,9
2/7/2012,27604,South,North Carolina,8,0.113,74
2/7/2012,60188,Central,Illinois,-93,-0.243,382
2/7/2012,60188,Central,Illinois,-6,-0.014,408
2/7/2012,60188,Central,Illinois,4,0.338,11
2/7/2012,60188,Central,Illinois,49,0.113,436
2/7/2012,60188,Central,Illinois,6,0.088,69
2/7/2012,33021,South,Florida,4,0.338,12
2/7/2012,33021,South,Florida,6,0.363,16
3/7/2012,19134,East,Pennsylvania,-29,-0.175,168
3/7/2012,19134,East,Pennsylvania,57,0.2,283
3/7/2012,19134,East,Pennsylvania,2,0.363,7
3/7/2012,40475,South,Kentucky,5,0.07,71
3/7/2012,40475,South,Kentucky,145,0.49,295
4/7/2012,10035,East,New York,4,0.29,15
4/7/2012,92024,West,California,7,0.325,23
4/7/2012,53209,Central,Wisconsin,286,0.26,1100
5/7/2012,28314,South,North Carolina,1,0.15,5
5/7/2012,19140,East,Pennsylvania,-2,-0.063,39
5/7/2012,28314,South,North Carolina,-6,-0.8,7
5/7/2012,48310,Central,Michigan,9,0.47,19
5/7/2012,19140,East,Pennsylvania,2,0.063,35
5/7/2012,28205,South,North Carolina,1,0.15,5
5/7/2012,28205,South,North Carolina,4,0.363,12
6/7/2012,10011,East,New York,7,0.48,14
6/7/2012,10011,East,New York,64,0.41,156
6/7/2012,10011,East,New York,156,0.26,602
6/7/2012,10011,East,New York,2,0.02,125
6/7/2012,91104,West,California,-17,-0.1,170
6/7/2012,1040,East,Massachusetts,60,0.2,302
6/7/2012,8360,East,New Jersey,3,0.26,11
8/7/2012,77070,Central,Texas,7,0.313,21
9/7/2012,75220,Central,Texas,-122,-2.5,49
9/7/2012,2038,East,Massachusetts,59,0.48,123
9/7/2012,2038,East,Massachusetts,3,0.46,7
9/7/2012,20735,East,Maryland,20,0.11,182
9/7/2012,20735,East,Maryland,33,0.41,79
9/7/2012,20735,East,Maryland,71,0.46,153
9/7/2012,20735,East,Maryland,42,0.5,84
9/7/2012,20735,East,Maryland,21,0.49,44
9/7/2012,20735,East,Maryland,5,0.32,16
9/7/2012,20735,East,Maryland,6,0.46,12
9/7/2012,20735,East,Maryland,28,0.29,98
9/7/2012,37211,South,Tennessee,1,0.163,5
9/7/2012,19120,East,Pennsylvania,40,0.15,270
9/7/2012,20735,East,Maryland,209,0.45,465
10/7/2012,85281,West,Arizona,-2,-0.667,3
10/7/2012,92404,West,California,13,0.325,40
11/7/2012,19805,East,Delaware,-37,-0.186,200
11/7/2012,19805,East,Delaware,104,0.47,221
11/7/2012,19805,East,Delaware,193,0.27,716
11/7/2012,19134,East,Pennsylvania,-73,-0.214,341
11/7/2012,19134,East,Pennsylvania,36,0.125,290
11/7/2012,19134,East,Pennsylvania,3,0.138,25
11/7/2012,19134,East,Pennsylvania,1,0.075,11
11/7/2012,19134,East,Pennsylvania,-5,-0.733,6
11/7/2012,19134,East,Pennsylvania,-2,-0.8,3
11/7/2012,98115,West,Washington,34,0.35,98
11/7/2012,98115,West,Washington,13,0.45,30
12/7/2012,60610,Central,Illinois,-5,-0.014,384
12/7/2012,60610,Central,Illinois,-2,-0.275,8
12/7/2012,60610,Central,Illinois,1,0.1,7
12/7/2012,60610,Central,Illinois,-3,-1.55,2
12/7/2012,60610,Central,Illinois,49,0.075,659
12/7/2012,60610,Central,Illinois,17,0.113,148
12/7/2012,60610,Central,Illinois,54,0.1,538
12/7/2012,79109,Central,Texas,31,0.1,307
13/7/2012,10035,East,New York,322,0.167,1931
13/7/2012,10035,East,New York,4,0.363,12
13/7/2012,10035,East,New York,5,0.47,10
13/7/2012,31204,South,Georgia,19,0.48,39
13/7/2012,77095,Central,Texas,-67,-1.6,42
14/7/2012,85204,West,Arizona,-192,-1.5,128
14/7/2012,85204,West,Arizona,50,0.113,442
14/7/2012,85204,West,Arizona,7,0.363,18
14/7/2012,85204,West,Arizona,-65,-0.238,273
16/7/2012,94122,West,California,-219,-0.163,1349
16/7/2012,94122,West,California,79,0.113,700
16/7/2012,10035,East,New York,40,0.49,81
16/7/2012,10035,East,New York,192,0.32,600
16/7/2012,21215,East,Maryland,44,0.29,151
16/7/2012,21215,East,Maryland,63,0.46,137
16/7/2012,21215,East,Maryland,5,0.47,12
17/7/2012,93309,West,California,-14,-0.071,195
17/7/2012,34952,South,Florida,6,0.025,232
17/7/2012,77041,Central,Texas,3,0.238,14
17/7/2012,77041,Central,Texas,2,0.325,6
18/7/2012,10024,East,New York,2,0.29,7
18/7/2012,10024,East,New York,1,0.363,3
18/7/2012,10024,East,New York,37,0.27,136
18/7/2012,10009,East,New York,2,0.28,6
18/7/2012,92105,West,California,177,0.34,520
19/7/2012,85023,West,Arizona,-1,-0.667,2
20/7/2012,46614,Central,Indiana,49,0.46,107
20/7/2012,46614,Central,Indiana,46,0.47,98
20/7/2012,46614,Central,Indiana,12,0.45,26
20/7/2012,46614,Central,Indiana,38,0.27,141
20/7/2012,46614,Central,Indiana,10,0.28,35
20/7/2012,46614,Central,Indiana,125,0.15,831
20/7/2012,60035,Central,Illinois,-52,-0.057,913
20/7/2012,60035,Central,Illinois,-126,-0.329,385
20/7/2012,60035,Central,Illinois,-4,-1.55,3
20/7/2012,60035,Central,Illinois,13,0.088,154
23/7/2012,14609,East,New York,4,0.35,11
23/7/2012,10009,East,New York,50,0.39,129
23/7/2012,10009,East,New York,21,0.3,69
24/7/2012,40214,South,Kentucky,6,0.29,21
24/7/2012,40214,South,Kentucky,41,0.46,90
24/7/2012,40214,South,Kentucky,62,0.46,135
24/7/2012,40214,South,Kentucky,64,0.23,280
25/7/2012,98115,West,Washington,56,0.08,705
25/7/2012,98115,West,Washington,28,0.05,562
25/7/2012,98115,West,Washington,0,0.05,9
25/7/2012,98115,West,Washington,6,0.48,13
25/7/2012,36116,South,Alabama,39,0.11,359
25/7/2012,36116,South,Alabama,49,0.5,98
25/7/2012,19143,East,Pennsylvania,-18,-0.733,25
25/7/2012,90032,West,California,39,0.063,624
26/7/2012,19140,East,Pennsylvania,4,0.35,10
26/7/2012,85204,West,Arizona,-204,-0.52,393
26/7/2012,85301,West,Arizona,13,0.05,266
26/7/2012,93030,West,California,26,0.26,99
26/7/2012,93030,West,California,3,0.338,9
26/7/2012,93030,West,California,8,0.363,23
26/7/2012,94110,West,California,79,0.47,168
27/7/2012,40214,South,Kentucky,0,0.01,30
30/7/2012,94109,West,California,2,0.44,5
30/7/2012,94109,West,California,4,0.375,11
30/7/2012,94109,West,California,92,0.44,210
30/7/2012,55044,Central,Minnesota,39,0.25,156
30/7/2012,77041,Central,Texas,6,0.1,62
31/7/2012,10024,East,New York,-291,-0.267,1091
31/7/2012,10024,East,New York,9,0.48,19
31/7/2012,10024,East,New York,762,0.33,2310
31/7/2012,63116,Central,Missouri,16,0.3,53
31/7/2012,39401,South,Mississippi,105,0.44,240
1/8/2012,90004,West,California,-176,-0.175,1005
1/8/2012,90004,West,California,3,0.5,7
2/8/2012,2908,East,Rhode Island,16,0.14,111
2/8/2012,2908,East,Rhode Island,4,0.49,8
2/8/2012,2908,East,Rhode Island,84,0.42,200
2/8/2012,2908,East,Rhode Island,4,0.03,129
2/8/2012,97477,West,Oregon,-189,-0.68,278
2/8/2012,98105,West,Washington,2,0.338,6
2/8/2012,98105,West,Washington,42,0.075,558
5/8/2012,75220,Central,Texas,-11,-0.775,15
5/8/2012,75220,Central,Texas,-2,-1.6,1
5/8/2012,75220,Central,Texas,-1,-0.038,33
5/8/2012,75220,Central,Texas,-5,-0.213,23
6/8/2012,77041,Central,Texas,10,0.363,27
6/8/2012,77095,Central,Texas,-114,-0.309,369
6/8/2012,77095,Central,Texas,-10,-1.55,6
6/8/2012,77095,Central,Texas,13,0.375,36
6/8/2012,77095,Central,Texas,19,0.338,57
7/8/2012,63122,Central,Missouri,34,0.16,213
7/8/2012,63122,Central,Missouri,13,0.46,28
7/8/2012,21215,East,Maryland,20,0.26,78
7/8/2012,22153,South,Virginia,12,0.47,25
7/8/2012,22153,South,Virginia,148,0.3,495
7/8/2012,83704,West,Idaho,1,0.338,3
7/8/2012,19120,East,Pennsylvania,11,0.1,107
7/8/2012,93309,West,California,6,0.338,19
8/8/2012,94109,West,California,11,0.075,145
8/8/2012,94109,West,California,2,0.338,7
8/8/2012,94109,West,California,3,0.375,7
8/8/2012,1841,East,Massachusetts,33,0.29,114
8/8/2012,1841,East,Massachusetts,12,0.3,40
8/8/2012,1841,East,Massachusetts,210,0.47,448
8/8/2012,13501,East,New York,29,0.36,80
9/8/2012,10024,East,New York,18,0.39,47
9/8/2012,10024,East,New York,3,0.48,6
9/8/2012,10024,East,New York,-153,-0.4,383
9/8/2012,10024,East,New York,457,0.375,1218
9/8/2012,10024,East,New York,5,0.47,11
9/8/2012,10024,East,New York,69,0.48,144
9/8/2012,10024,East,New York,3,0.07,42
9/8/2012,10024,East,New York,35,0.14,248
9/8/2012,10024,East,New York,89,0.29,308
9/8/2012,10024,East,New York,274,0.28,980
9/8/2012,53209,Central,Wisconsin,48,0.07,687
9/8/2012,32216,South,Florida,2,0.363,5
9/8/2012,48227,Central,Michigan,137,0.22,622
9/8/2012,10035,East,New York,4,0.44,10
9/8/2012,48227,Central,Michigan,1,0.44,2
9/8/2012,48227,Central,Michigan,0,0.01,22
9/8/2012,10035,East,New York,69,0.48,144
10/8/2012,48227,Central,Michigan,29,0.45,65
10/8/2012,97756,West,Oregon,15,0.113,133
10/8/2012,55122,Central,Minnesota,13,0.42,30
10/8/2012,55122,Central,Minnesota,2,0.48,4
10/8/2012,55122,Central,Minnesota,20,0.48,41
10/8/2012,97756,West,Oregon,38,0.088,438
10/8/2012,97756,West,Oregon,-31,-0.225,140
11/8/2012,10035,East,New York,3,0.26,12
11/8/2012,10035,East,New York,35,0.25,138
11/8/2012,27604,South,North Carolina,12,0.263,46
13/8/2012,91767,West,California,10,0.33,32
13/8/2012,27405,South,North Carolina,8,0.125,65
13/8/2012,19143,East,Pennsylvania,16,0.037,423
13/8/2012,47374,Central,Indiana,6,0.49,11
13/8/2012,30062,South,Georgia,3,0.48,6
13/8/2012,92399,West,California,13,0.26,51
15/8/2012,94601,West,California,28,0.27,104
15/8/2012,94601,West,California,19,0.27,70
15/8/2012,90045,West,California,61,0.19,323
16/8/2012,19120,East,Pennsylvania,-205,-0.68,301
16/8/2012,19134,East,Pennsylvania,0,0,254
16/8/2012,19120,East,Pennsylvania,3,0.075,45
16/8/2012,19134,East,Pennsylvania,-2,-0.7,3
16/8/2012,19134,East,Pennsylvania,-3,-0.733,4
16/8/2012,19134,East,Pennsylvania,3,0.313,10
16/8/2012,19134,East,Pennsylvania,4,0.35,10
16/8/2012,19134,East,Pennsylvania,-5,-0.175,31
16/8/2012,19134,East,Pennsylvania,-113,-0.217,520
16/8/2012,85023,West,Arizona,0,0.113,2
16/8/2012,85023,West,Arizona,2,0.35,5
16/8/2012,85023,West,Arizona,106,0.338,313
16/8/2012,85023,West,Arizona,211,0.113,1880
17/8/2012,2740,East,Massachusetts,23,0.45,52
17/8/2012,85345,West,Arizona,1,0.113,10
17/8/2012,85345,West,Arizona,13,0.35,36
17/8/2012,85345,West,Arizona,-32,-0.125,253
17/8/2012,85345,West,Arizona,-5,-0.175,30
21/8/2012,94110,West,California,41,0.075,544
21/8/2012,94110,West,California,28,0.47,60
21/8/2012,94110,West,California,2,0.45,4
21/8/2012,94110,West,California,12,0.49,24
21/8/2012,45503,East,Ohio,-43,-0.071,598
21/8/2012,45503,East,Ohio,-4,-0.15,26
21/8/2012,45503,East,Ohio,-9,-0.7,13
21/8/2012,18103,East,Pennsylvania,-83,-0.833,100
21/8/2012,18103,East,Pennsylvania,15,0.313,50
21/8/2012,18103,East,Pennsylvania,-166,-0.25,663
21/8/2012,18103,East,Pennsylvania,-1,-0.2,3
21/8/2012,18103,East,Pennsylvania,4,0.175,22
21/8/2012,94122,West,California,34,0.059,586
21/8/2012,41042,South,Kentucky,10,0.28,36
21/8/2012,41042,South,Kentucky,8,0.47,18
21/8/2012,94122,West,California,3,0.04,81
22/8/2012,10035,East,New York,16,0.325,50
22/8/2012,10009,East,New York,8,0.46,17
23/8/2012,60440,Central,Illinois,-14,-2.35,6
23/8/2012,60440,Central,Illinois,2,0.188,12
23/8/2012,60440,Central,Illinois,4,0.35,10
23/8/2012,60440,Central,Illinois,3,0.088,32
23/8/2012,30318,South,Georgia,7,0.26,26
23/8/2012,30318,South,Georgia,152,0.28,543
23/8/2012,30318,South,Georgia,4,0.49,9
23/8/2012,30318,South,Georgia,49,0.5,98
23/8/2012,30318,South,Georgia,95,0.49,194
23/8/2012,30318,South,Georgia,10,0.45,21
23/8/2012,30318,South,Georgia,48,0.19,252
24/8/2012,43402,East,Ohio,3,0.363,7
24/8/2012,43402,East,Ohio,49,0.113,436
24/8/2012,97206,West,Oregon,1,0.1,7
24/8/2012,43402,East,Ohio,4,0.15,27
24/8/2012,76017,Central,Texas,-118,-0.129,919
24/8/2012,10035,East,New York,5,0.31,15
24/8/2012,10009,East,New York,-76,-0.267,284
24/8/2012,76017,Central,Texas,-4,-1.55,3
24/8/2012,76017,Central,Texas,125,0.125,999
24/8/2012,76017,Central,Texas,-136,-0.188,724
24/8/2012,41042,South,Kentucky,18,0.23,80
24/8/2012,41042,South,Kentucky,1417,0.46,3080
24/8/2012,41042,South,Kentucky,171,0.29,588
24/8/2012,10009,East,New York,12,0.45,26
25/8/2012,77041,Central,Texas,-17,-0.825,20
25/8/2012,77041,Central,Texas,-4,-0.5,8
25/8/2012,77041,Central,Texas,-6,-1.6,4
25/8/2012,90045,West,California,5,0.113,41
25/8/2012,90045,West,California,30,0.28,106
27/8/2012,92563,West,California,92,0.19,485
27/8/2012,90045,West,California,2,0.325,5
27/8/2012,92105,West,California,1,0.48,3
27/8/2012,92105,West,California,53,0.46,114
27/8/2012,92105,West,California,9,0.28,33
28/8/2012,75081,Central,Texas,-16,-0.157,103
28/8/2012,60623,Central,Illinois,875,0.313,2800
28/8/2012,75081,Central,Texas,82,0.075,1100
28/8/2012,6824,East,Connecticut,122,0.26,470
28/8/2012,90049,West,California,29,0.094,308
28/8/2012,90049,West,California,2,0.42,4
28/8/2012,90049,West,California,14,0.338,41
28/8/2012,90049,West,California,29,0.04,729
28/8/2012,90049,West,California,268,0.3,892
28/8/2012,90049,West,California,15,0.35,43
29/8/2012,48234,Central,Michigan,11,0.1,115
29/8/2012,48234,Central,Michigan,36,0.27,132
31/8/2012,94122,West,California,201,0.129,1553
31/8/2012,94122,West,California,46,0.338,137
31/8/2012,94122,West,California,16,0.43,37
31/8/2012,94122,West,California,81,0.338,240
31/8/2012,92037,West,California,42,0.075,556
31/8/2012,90004,West,California,28,0.48,58
31/8/2012,76021,Central,Texas,7,0.325,21
1/9/2012,90045,West,California,4,0.313,14
1/9/2012,90045,West,California,2,0.338,5
1/9/2012,90045,West,California,336,0.35,960
1/9/2012,2038,East,Massachusetts,15,0.25,61
1/9/2012,2038,East,Massachusetts,27,0.22,124
1/9/2012,2038,East,Massachusetts,52,0.45,115
1/9/2012,2038,East,Massachusetts,316,0.29,1089
3/9/2012,6010,East,Connecticut,61,0.44,138
3/9/2012,6010,East,Connecticut,25,0.25,100
3/9/2012,49423,Central,Michigan,4,0.48,8
3/9/2012,19134,East,Pennsylvania,20,0.375,53
3/9/2012,19134,East,Pennsylvania,-7,-0.2,36
3/9/2012,19134,East,Pennsylvania,-150,-0.225,666
3/9/2012,85705,West,Arizona,89,0.375,238
3/9/2012,94110,West,California,-13,-0.1,130
3/9/2012,10009,East,New York,31,0.26,120
3/9/2012,27707,South,North Carolina,63,0.313,201
3/9/2012,94110,West,California,2,0.338,6
3/9/2012,94122,West,California,8,0.27,31
3/9/2012,94122,West,California,3,0.19,18
3/9/2012,94122,West,California,47,0.36,129
4/9/2012,77095,Central,Texas,7,0.05,134
4/9/2012,30076,South,Georgia,7,0.49,15
4/9/2012,30076,South,Georgia,2,0.47,4
4/9/2012,30076,South,Georgia,137,0.49,280
4/9/2012,19140,East,Pennsylvania,-6,-0.8,8
4/9/2012,30076,South,Georgia,112,0.18,620
4/9/2012,97504,West,Oregon,-7,-0.7,10
5/9/2012,92105,West,California,-5,-0.012,411
5/9/2012,92105,West,California,-21,-0.071,293
5/9/2012,92105,West,California,10,0.338,29
5/9/2012,55901,Central,Minnesota,3,0.48,6
5/9/2012,55901,Central,Minnesota,17,0.47,37
5/9/2012,77036,Central,Texas,-25,-1.55,16
5/9/2012,77036,Central,Texas,-8,-1.75,4
5/9/2012,77036,Central,Texas,-15,-0.213,69
5/9/2012,22901,South,Virginia,12,0.18,68
6/9/2012,33319,South,Florida,-3,-0.733,3
6/9/2012,92253,West,California,18,0.39,46
6/9/2012,70506,South,Louisiana,22,0.26,86
6/9/2012,37211,South,Tennessee,1,0.163,7
6/9/2012,98103,West,Washington,75,0.39,192
6/9/2012,10011,East,New York,2,0.25,8
6/9/2012,23223,South,Virginia,21,0.46,47
6/9/2012,98103,West,Washington,2,0.35,6
6/9/2012,10011,East,New York,101,0.3,338
6/9/2012,10024,East,New York,60,0.222,272
7/9/2012,10011,East,New York,-14,-0.517,27
7/9/2012,10011,East,New York,0,0.02,14
7/9/2012,27707,South,North Carolina,12,0.088,141
7/9/2012,79907,Central,Texas,-2,-0.043,48
7/9/2012,10009,East,New York,168,0.3,560
7/9/2012,10011,East,New York,-120,-0.25,481
7/9/2012,91104,West,California,20,0.03,672
7/9/2012,10011,East,New York,2,0.338,6
7/9/2012,10011,East,New York,2,0.33,7
7/9/2012,10011,East,New York,19,0.27,70
7/9/2012,10011,East,New York,16,0.18,90
7/9/2012,19134,East,Pennsylvania,-4,-0.8,5
7/9/2012,19134,East,Pennsylvania,-7,-0.733,10
7/9/2012,19134,East,Pennsylvania,-132,-0.167,792
8/9/2012,92553,West,California,12,0.45,26
8/9/2012,92553,West,California,1,0.02,42
8/9/2012,36116,South,Alabama,8,0.38,21
10/9/2012,98103,West,Washington,18,0.05,354
10/9/2012,78745,Central,Texas,-3,-0.014,180
10/9/2012,2151,East,Massachusetts,83,0.23,362
10/9/2012,90004,West,California,2,0.03,52
10/9/2012,2151,East,Massachusetts,16,0.26,62
10/9/2012,2151,East,Massachusetts,125,0.45,279
10/9/2012,74133,Central,Oklahoma,7,0.47,15
10/9/2012,90032,West,California,33,0.31,107
10/9/2012,10024,East,New York,2,0.34,6
11/9/2012,80013,West,Colorado,4,0.163,25
11/9/2012,10035,East,New York,51,0.24,211
11/9/2012,92374,West,California,49,0.27,181
11/9/2012,92374,West,California,4,0.49,9
11/9/2012,10035,East,New York,108,0.14,773
11/9/2012,10035,East,New York,2,0.02,79
11/9/2012,10035,East,New York,7,0.34,20
11/9/2012,92024,West,California,80,0.3,266
11/9/2012,7501,East,New Jersey,4,0.44,9
11/9/2012,7501,East,New Jersey,30,0.27,111
11/9/2012,7501,East,New Jersey,96,0.46,210
11/9/2012,7501,East,New Jersey,15,0.48,31
11/9/2012,7501,East,New Jersey,19,0.48,39
12/9/2012,10035,East,New York,6,0.48,13
12/9/2012,10035,East,New York,60,0.125,480
12/9/2012,98103,West,Washington,9,0.39,22
12/9/2012,13021,East,New York,3,0.33,9
12/9/2012,13021,East,New York,13,0.47,27
12/9/2012,13021,East,New York,1,0.47,1
12/9/2012,13021,East,New York,10,0.48,21
12/9/2012,13021,East,New York,14,0.49,29
12/9/2012,13021,East,New York,4,0.04,106
13/9/2012,92804,West,California,72,0.1,718
13/9/2012,92804,West,California,25,0.12,207
13/9/2012,92804,West,California,55,0.42,132
13/9/2012,92804,West,California,12,0.27,45
13/9/2012,92804,West,California,8,0.313,25
13/9/2012,92804,West,California,101,0.48,210
13/9/2012,60623,Central,Illinois,-12,-0.071,170
13/9/2012,60623,Central,Illinois,3,0.375,8
13/9/2012,28540,South,North Carolina,-10,-0.767,13
13/9/2012,47201,Central,Indiana,394,0.26,1516
13/9/2012,47201,Central,Indiana,16,0.08,200
13/9/2012,19120,East,Pennsylvania,-2,-0.833,2
13/9/2012,30318,South,Georgia,13,0.1,130
13/9/2012,30318,South,Georgia,31,0.45,70
14/9/2012,29406,South,South Carolina,5,0.02,269
14/9/2012,90045,West,California,-9,-0.05,170
14/9/2012,10011,East,New York,5,0.35,13
14/9/2012,10011,East,New York,258,0.26,991
14/9/2012,50315,Central,Iowa,13,0.49,26
14/9/2012,10011,East,New York,330,0.375,880
14/9/2012,84604,West,Utah,119,0.13,913
15/9/2012,33065,South,Florida,-2,-0.038,56
15/9/2012,33065,South,Florida,3,0.163,16
15/9/2012,33065,South,Florida,5,0.35,16
15/9/2012,33065,South,Florida,2,0.088,25
15/9/2012,46203,Central,Indiana,8,0.34,24
15/9/2012,46203,Central,Indiana,11,0.06,191
15/9/2012,36608,South,Alabama,306,0.29,1057
15/9/2012,36608,South,Alabama,200,0.25,802
15/9/2012,10035,East,New York,1,0.025,46
15/9/2012,10035,East,New York,30,0.375,80
15/9/2012,10035,East,New York,6,0.48,13
15/9/2012,36608,South,Alabama,0,0,60
15/9/2012,19143,East,Pennsylvania,-3,-0.8,4
15/9/2012,19143,East,Pennsylvania,-29,-0.2,147
16/9/2012,23602,South,Virginia,15,0.47,31
17/9/2012,90036,West,California,16,0.48,32
17/9/2012,98105,West,Washington,8,0.313,25
17/9/2012,19140,East,Pennsylvania,-1665,-0.54,3083
17/9/2012,19140,East,Pennsylvania,16,0.125,124
17/9/2012,77041,Central,Texas,-10,-0.475,22
17/9/2012,10035,East,New York,-103,-0.3,344
17/9/2012,19140,East,Pennsylvania,10,0.113,86
17/9/2012,19140,East,Pennsylvania,4,0.225,16
17/9/2012,19140,East,Pennsylvania,-6,-0.833,7
17/9/2012,19140,East,Pennsylvania,-7,-0.733,10
17/9/2012,19140,East,Pennsylvania,1,0.338,3
17/9/2012,77041,Central,Texas,-10,-1.55,7
17/9/2012,10035,East,New York,-25,-0.013,2004
17/9/2012,10035,East,New York,159,0.038,4229
17/9/2012,10035,East,New York,9,0.044,200
17/9/2012,10035,East,New York,41,0.47,88
17/9/2012,10035,East,New York,53,0.48,111
17/9/2012,10035,East,New York,27,0.29,95
17/9/2012,10035,East,New York,1,0.07,15
17/9/2012,10035,East,New York,218,0.33,660
17/9/2012,10035,East,New York,1,0.02,68
17/9/2012,10035,East,New York,59,0.28,210
17/9/2012,32839,South,Florida,11,0.125,87
18/9/2012,92105,West,California,9,0.02,444
18/9/2012,90805,West,California,79,0.49,161
18/9/2012,90805,West,California,10,0.49,20
18/9/2012,90805,West,California,2,0.3,7
18/9/2012,90049,West,California,10,0.42,24
18/9/2012,20735,East,Maryland,32,0.49,65
18/9/2012,20735,East,Maryland,8,0.19,42
18/9/2012,20735,East,Maryland,0,0,637
18/9/2012,90049,West,California,5,0.47,12
18/9/2012,90049,West,California,5,0.3,17
18/9/2012,20735,East,Maryland,328,0.26,1260
18/9/2012,20735,East,Maryland,130,0.26,500
18/9/2012,32216,South,Florida,152,0.213,717
18/9/2012,98198,West,Washington,9,0.47,19
19/9/2012,90008,West,California,11,0.49,23
19/9/2012,10024,East,New York,134,0.48,280
19/9/2012,95823,West,California,19,0.32,61
19/9/2012,22204,South,Virginia,4,0.07,62
19/9/2012,87505,West,New Mexico,2,0.26,8
19/9/2012,31907,South,Georgia,23,0.35,66
20/9/2012,1841,East,Massachusetts,17,0.45,38
20/9/2012,60540,Central,Illinois,-4,-1.6,3
20/9/2012,37211,South,Tennessee,-913,-0.667,1370
20/9/2012,37211,South,Tennessee,-59,-0.2,294
20/9/2012,89115,West,Nevada,17,0.363,46
20/9/2012,11561,East,New York,9,0.363,24
20/9/2012,11561,East,New York,29,0.47,61
21/9/2012,2169,East,Massachusetts,15,0.17,85
21/9/2012,90036,West,California,0,0,602
21/9/2012,90036,West,California,3,0.32,8
21/9/2012,77041,Central,Texas,-1,-0.3,5
21/9/2012,77041,Central,Texas,32,0.213,151
21/9/2012,77041,Central,Texas,118,0.125,946
