Customer ID,Segment,Category,Sales,Quantity,Discount,Profit
TM-21010,Consumer,Office Supplies,323.1,2,0,61.39
MB-17305,Consumer,Office Supplies,9.216,4,0.2,3.34
MB-17305,Consumer,Office Supplies,10.368,2,0.2,3.63
HR-14830,Corporate,Technology,15.02,1,0,2.7
HR-14830,Corporate,Office Supplies,33.82,2,0,9.13
BD-11635,Consumer,Technology,71,4,0,27.69
SF-20200,Consumer,Office Supplies,25.12,5,0.2,7.85
SF-20200,Consumer,Furniture,2665.62,9,0,239.91
SP-20620,Corporate,Office Supplies,478.08,8,0,133.86
DR-12880,Corporate,Technology,164.388,2,0.4,-35.62
DR-12880,Corporate,Office Supplies,13.248,4,0.2,3.64
VM-21685,Home Office,Office Supplies,2.912,2,0.2,0.91
CM-12235,Consumer,Technology,1399.944,7,0.2,52.5
SM-20320,Home Office,Furniture,526.45,5,0,31.59
RA-19885,Corporate,Office Supplies,16.23,3,0,7.95
RA-19885,Corporate,Office Supplies,319.9,5,0,156.75
RA-19885,Corporate,Office Supplies,11.36,2,0,5.34
RA-19885,Corporate,Office Supplies,675.12,3,0,290.3
SD-20485,Home Office,Furniture,62.82,3,0,30.78
SD-20485,Home Office,Office Supplies,489.92,8,0,0
SD-20485,Home Office,Office Supplies,19.44,3,0,9.33
SD-20485,Home Office,Office Supplies,16.68,2,0,8.34
SD-20485,Home Office,Technology,155.35,13,0,0
SD-20485,Home Office,Furniture,12.42,3,0,4.47
SD-20485,Home Office,Technology,187.98,2,0,52.63
CS-12250,Corporate,Office Supplies,6.608,2,0.2,2.15
RA-19285,Consumer,Office Supplies,248.57,7,0,67.11
RA-19285,Consumer,Furniture,22.23,1,0,9.78
BF-11005,Home Office,Office Supplies,5.98,1,0,1.02
BF-11005,Home Office,Technology,246.168,3,0.2,21.54
SE-20110,Consumer,Furniture,14.136,2,0.6,-7.77
SE-20110,Consumer,Furniture,601.47,3,0.5,-300.74
RS-19765,Corporate,Technology,79.1,2,0,39.55
RS-19765,Corporate,Office Supplies,327.84,8,0,157.36
BM-11650,Corporate,Office Supplies,180.96,2,0,81.43
BM-11650,Corporate,Office Supplies,914.97,3,0,411.74
BM-11650,Corporate,Technology,587.97,3,0,158.75
BM-11650,Corporate,Office Supplies,530.34,2,0,95.46
BM-11650,Corporate,Office Supplies,14.94,3,0,7.32
SK-19990,Consumer,Office Supplies,121.94,2,0,35.36
SK-19990,Consumer,Office Supplies,122.71,7,0,36.81
EN-13780,Consumer,Office Supplies,14.94,3,0,7.02
EN-13780,Consumer,Technology,1349.85,3,0,364.46
EN-13780,Consumer,Furniture,136.784,1,0.2,5.13
EN-13780,Consumer,Furniture,61.12,4,0,20.78
KN-16450,Corporate,Office Supplies,1.167,1,0.7,-0.86
MG-17890,Home Office,Office Supplies,16.99,1,0,4.93
MC-17590,Corporate,Technology,24.672,3,0.2,0
MC-17590,Corporate,Office Supplies,2.52,1,0.2,0.88
MC-17590,Corporate,Furniture,1218.735,5,0.3,-121.87
MC-17590,Corporate,Office Supplies,5.904,2,0.2,1.99
MC-17590,Corporate,Office Supplies,15.696,3,0.2,5.1
MC-17590,Corporate,Furniture,6.096,3,0.6,-3.96
BO-11350,Corporate,Furniture,41.568,2,0.2,2.6
AG-10300,Corporate,Furniture,230.28,3,0.2,23.03
AG-10300,Corporate,Office Supplies,18.288,6,0.2,5.72
MS-17365,Consumer,Office Supplies,5.78,2,0,2.72
MS-17365,Consumer,Office Supplies,121.68,13,0.2,38.03
JM-15655,Corporate,Office Supplies,4.17,3,0,1.08
JM-15655,Corporate,Technology,67.04,4,0.2,6.7
JM-15655,Corporate,Office Supplies,37.32,3,0,10.45
JM-15655,Corporate,Office Supplies,18.45,5,0,8.67
MC-17635,Corporate,Office Supplies,25.92,4,0,12.44
TA-21385,Home Office,Technology,11199.968,4,0.2,3919.99
TA-21385,Home Office,Technology,2399.6,8,0,647.89
TA-21385,Home Office,Office Supplies,63.9,5,0,28.76
TA-21385,Home Office,Technology,52.99,1,0,0.53
SB-20290,Corporate,Technology,60.864,4,0.2,9.13
SB-20290,Corporate,Technology,652.995,7,0.7,-935.96
SB-20290,Corporate,Office Supplies,11.22,10,0.7,-7.48
AB-10150,Consumer,Office Supplies,14.94,3,0,7.02
JF-15295,Consumer,Furniture,39.96,2,0,17.18
JF-15295,Consumer,Furniture,42.624,2,0.2,4.26
JF-15295,Consumer,Furniture,220.96,1,0.2,24.86
BF-10975,Corporate,Furniture,4.928,2,0.2,0.74
BF-10975,Corporate,Office Supplies,7.23,5,0.7,-5.78
TT-21265,Corporate,Office Supplies,323.1,2,0,61.39
SB-20170,Consumer,Office Supplies,19.04,4,0,9.33
SB-20170,Consumer,Office Supplies,13.128,3,0.2,4.27
SB-20170,Consumer,Office Supplies,64.14,3,0,16.68
SB-20170,Consumer,Furniture,858.24,4,0.1,143.04
LM-17065,Consumer,Technology,29.99,1,0,3
KA-16525,Consumer,Office Supplies,186.048,6,0.2,67.44
BF-11170,Home Office,Technology,36.792,1,0.2,4.14
BF-11170,Home Office,Furniture,18.624,8,0.2,6.29
TB-21400,Consumer,Furniture,57.69,3,0,23.65
TB-21400,Consumer,Office Supplies,42.81,3,0,20.12
TB-21400,Consumer,Office Supplies,12.96,2,0,6.22
TB-21400,Consumer,Furniture,821.88,6,0,213.69
TB-21400,Consumer,Technology,104.85,3,0,28.31
SH-19975,Corporate,Furniture,424.9575,5,0.15,20
AS-10225,Corporate,Office Supplies,10.776,3,0.2,3.5
AS-10225,Corporate,Office Supplies,11.784,3,0.2,4.27
AS-10225,Corporate,Office Supplies,164.88,3,0,80.79
AS-10225,Corporate,Furniture,1292.94,3,0,77.58
AS-10225,Corporate,Office Supplies,25.584,2,0.2,8.95
AS-10225,Corporate,Office Supplies,261.74,2,0,65.44
AS-10225,Corporate,Office Supplies,14.4,5,0,7.06
PK-19075,Consumer,Office Supplies,10.86,3,0,5.1
HR-14830,Corporate,Furniture,883.84,4,0.2,99.43
DG-13300,Corporate,Technology,1979.89,11,0,494.97
DG-13300,Corporate,Office Supplies,79.96,2,0,35.98
CL-12700,Home Office,Office Supplies,8.76,2,0,4.2
HF-14995,Consumer,Office Supplies,3.984,1,0.2,1.29
HF-14995,Consumer,Furniture,370.62,3,0.4,-142.07
HF-14995,Consumer,Office Supplies,2.742,2,0.7,-2.01
HG-15025,Consumer,Technology,79.512,3,0.2,20.87
HG-15025,Consumer,Office Supplies,28.352,1,0.2,9.57
NL-18310,Home Office,Furniture,40.784,1,0.2,4.59
NL-18310,Home Office,Office Supplies,105.96,4,0,29.67
RR-19525,Corporate,Office Supplies,166.44,3,0,79.89
RR-19525,Corporate,Furniture,785.88,6,0,212.19
RR-19525,Corporate,Office Supplies,26.2,2,0,12.84
RR-19525,Corporate,Office Supplies,1325.85,5,0,238.65
TC-21295,Consumer,Office Supplies,166.44,3,0,79.89
DB-13615,Consumer,Office Supplies,8.76,5,0.2,0.77
DB-13615,Consumer,Office Supplies,43.584,1,0.2,4.36
SV-20785,Consumer,Office Supplies,11.088,7,0.7,-8.13
SV-20785,Consumer,Office Supplies,25.164,2,0.7,-16.78
MH-18115,Home Office,Office Supplies,14.4,5,0,7.06
MH-18115,Home Office,Technology,619.95,5,0,111.59
MH-18115,Home Office,Office Supplies,89.52,4,0,42.07
MH-18115,Home Office,Technology,350.973,3,0.1,152.09
MH-18115,Home Office,Technology,164.99,1,0,49.5
CT-11995,Consumer,Office Supplies,312.552,9,0.2,101.58
KB-16315,Consumer,Office Supplies,95.952,3,0.2,29.99
KB-16315,Consumer,Office Supplies,3.204,2,0.7,-2.46
RA-19285,Consumer,Office Supplies,3.98,5,0.8,-6.57
YC-21895,Corporate,Office Supplies,15.7,5,0,7.07
RA-19915,Consumer,Office Supplies,5.248,4,0.2,1.64
CM-12160,Consumer,Office Supplies,5.346,3,0.7,-4.46
CS-12130,Consumer,Office Supplies,15.48,3,0.2,5.61
CS-12130,Consumer,Technology,108.576,3,0.2,8.14
AJ-10795,Corporate,Furniture,109.9,5,0,37.37
DL-12865,Consumer,Furniture,15.384,1,0.2,4.04
BE-11410,Consumer,Office Supplies,30.352,2,0.2,10.62
SM-20320,Home Office,Technology,821.3,4,0.5,-16.43
SM-20320,Home Office,Technology,22638.48,6,0.5,-1811.08
SM-20320,Home Office,Office Supplies,21.376,4,0.2,7.48
SM-20320,Home Office,Office Supplies,8.016,3,0.2,1
SM-20320,Home Office,Furniture,30.768,2,0.2,8.08
SM-20320,Home Office,Office Supplies,18.936,3,0.2,5.92
SM-20320,Home Office,Furniture,122.352,3,0.2,15.29
RP-19390,Consumer,Office Supplies,116.28,3,0,56.98
JD-16015,Consumer,Technology,132.6,6,0,17.24
AB-10255,Home Office,Office Supplies,16.68,2,0,4.34
AB-10255,Home Office,Office Supplies,19.44,3,0,9.33
AB-10255,Home Office,Office Supplies,192.16,4,0,92.24
CC-12145,Consumer,Furniture,227.36,7,0,81.85
CC-12145,Consumer,Technology,1919.976,3,0.2,216
GH-14425,Consumer,Office Supplies,12.828,2,0.7,-8.98
CP-12085,Corporate,Furniture,45.888,4,0.2,9.18
GM-14440,Consumer,Office Supplies,60.12,9,0,22.24
LC-16885,Consumer,Technology,302.376,3,0.2,37.8
BT-11305,Home Office,Office Supplies,13.9,5,0,5.56
CP-12085,Corporate,Technology,129.98,2,0,62.39
SC-20680,Home Office,Technology,71.98,2,0,15.12
DK-13375,Consumer,Technology,377.97,3,0,109.61
SE-20110,Consumer,Office Supplies,124.36,2,0,33.58
LF-17185,Consumer,Furniture,23.976,3,0.6,-14.39
ON-18715,Corporate,Office Supplies,8.376,3,0.2,2.72
ON-18715,Corporate,Office Supplies,58.24,5,0.2,5.1
TB-21400,Consumer,Office Supplies,81.2,5,0,12.18
DF-13135,Consumer,Office Supplies,14.45,5,0,6.79
DF-13135,Consumer,Office Supplies,95.648,2,0.2,31.09
EP-13915,Consumer,Technology,359.97,5,0.4,-71.99
EP-13915,Consumer,Furniture,350.352,4,0.4,-140.14
SK-19990,Consumer,Office Supplies,1.641,1,0.7,-1.31
SK-19990,Consumer,Technology,629.958,7,0.4,94.49
FH-14350,Consumer,Office Supplies,6.63,3,0,1.79
FH-14350,Consumer,Technology,799.96,4,0,343.98
FH-14350,Consumer,Furniture,107.53,1,0,21.51
EH-13945,Consumer,Technology,73.98,2,0,19.97
EH-13945,Consumer,Office Supplies,5.58,1,0,2.18
JE-15715,Consumer,Office Supplies,49.12,4,0,23.09
KL-16645,Consumer,Technology,377.97,3,0,94.49
KL-16645,Consumer,Office Supplies,42.28,7,0,19.87
KL-16645,Consumer,Furniture,299.97,3,0,56.99
KL-16645,Consumer,Technology,89.98,2,0,43.19
EB-13750,Corporate,Office Supplies,477.24,4,0,9.54
EB-13750,Corporate,Technology,25.98,2,0,1.56
BD-11725,Consumer,Office Supplies,46.72,5,0.2,17.52
MS-17530,Consumer,Furniture,35.34,2,0,13.43
SC-20770,Corporate,Furniture,257.64,6,0,100.48
SC-20770,Corporate,Technology,125.976,3,0.2,47.24
FM-14380,Consumer,Technology,79.992,1,0.2,22
KT-16480,Consumer,Furniture,700.056,3,0.3,-130.01
AP-10720,Home Office,Technology,27.168,4,0.2,-1.36
RH-19555,Consumer,Office Supplies,8.226,3,0.7,-6.03
CS-11950,Consumer,Furniture,585.552,3,0.2,73.19
TM-21010,Consumer,Office Supplies,423.28,11,0,110.05
HF-14995,Consumer,Furniture,225.296,2,0.2,22.53
GA-14515,Consumer,Office Supplies,5.56,2,0,2.22
GA-14515,Consumer,Technology,323.37,3,0,129.35
GA-14515,Consumer,Technology,783.96,5,0.2,68.6
GA-14515,Consumer,Office Supplies,1447.65,5,0,419.82
GA-14515,Consumer,Office Supplies,11.96,2,0,5.86
ES-14020,Consumer,Technology,239.97,3,0,71.99
JP-16135,Home Office,Furniture,76.92,4,0,31.54
JP-16135,Home Office,Office Supplies,481.32,4,0,125.14
Dp-13240,Home Office,Office Supplies,48.4,5,0,23.23
NK-18490,Home Office,Technology,0.99,1,0,0.44
NK-18490,Home Office,Office Supplies,101.84,5,0.2,36.92
PL-18925,Home Office,Office Supplies,10.332,3,0.7,-7.58
PL-18925,Home Office,Office Supplies,31.155,5,0.7,-23.89
PL-18925,Home Office,Office Supplies,8.928,2,0.2,0.67
RW-19690,Consumer,Office Supplies,34.384,1,0.2,3.87
RW-19690,Consumer,Office Supplies,1924.16,8,0.2,312.68
MO-17950,Consumer,Office Supplies,32.192,2,0.8,-80.48
MO-17950,Consumer,Technology,50.12,7,0.2,-0.63
MO-17950,Consumer,Technology,47.976,3,0.2,1.8
JJ-15445,Consumer,Office Supplies,54.5,5,0,14.17
BT-11680,Consumer,Furniture,19.104,3,0.2,5.73
RD-19585,Consumer,Office Supplies,49.44,3,0,24.23
ML-17755,Home Office,Office Supplies,10.368,2,0.2,3.63
JE-15745,Consumer,Office Supplies,154.44,3,0,1.54
ER-13855,Corporate,Office Supplies,60.984,7,0.2,4.57
JM-15535,Consumer,Furniture,195.466,2,0.15,-13.8
SS-20140,Corporate,Furniture,23.68,8,0.2,6.22
SS-20140,Corporate,Technology,2.376,3,0.2,0.74
TC-21295,Consumer,Office Supplies,59.2,4,0,29.6
HG-15025,Consumer,Office Supplies,22,10,0,9.68
LD-17005,Consumer,Technology,257.98,2,0,74.81
AS-10285,Corporate,Technology,23.988,2,0.4,-15.99
MP-17965,Corporate,Technology,23.976,4,0.4,-15.58
CD-12790,Home Office,Furniture,601.536,4,0.2,0
CD-12790,Home Office,Office Supplies,7.9,2,0,2.53
MD-17860,Corporate,Furniture,58.36,5,0.6,-24.8
MD-17860,Corporate,Office Supplies,16.464,7,0.2,1.44
MD-17860,Corporate,Furniture,39.96,5,0.6,-23.98
BM-11650,Corporate,Office Supplies,25.96,2,0,7.53
BM-11650,Corporate,Office Supplies,36.27,3,0,10.88
BM-11650,Corporate,Office Supplies,6.48,1,0,3.11
KN-16450,Corporate,Technology,1075.088,14,0.2,94.07
KN-16450,Corporate,Technology,438.368,4,0.2,38.36
KN-16450,Corporate,Office Supplies,18.088,7,0.2,6.56
KN-16450,Corporate,Furniture,308.499,3,0.15,-18.15
IG-15085,Consumer,Office Supplies,13.36,4,0,4.14
IG-15085,Consumer,Office Supplies,39.96,2,0,18.78
IG-15085,Consumer,Office Supplies,145.85,5,0,70.01
JS-15595,Corporate,Technology,783.96,5,0.2,78.4
GA-14725,Consumer,Office Supplies,7.88,1,0.2,1.77
DL-13330,Consumer,Furniture,41.37,3,0,17.38
CS-12505,Consumer,Office Supplies,12.84,3,0,5.78
CS-12505,Consumer,Office Supplies,25.68,6,0,11.56
CC-12145,Consumer,Furniture,47.516,2,0.3,-2.04
MH-18025,Consumer,Office Supplies,9.42,2,0,0.47
MH-18025,Consumer,Office Supplies,12.96,2,0,6.22
MH-18025,Consumer,Furniture,704.9,5,0,56.39
MH-18025,Consumer,Furniture,561.568,2,0.2,28.08
MP-18175,Home Office,Office Supplies,179.82,9,0,84.52
MP-18175,Home Office,Furniture,185.58,6,0,76.09
MP-18175,Home Office,Furniture,214.11,3,0,36.4
MP-18175,Home Office,Technology,999.96,4,0,229.99
MP-18175,Home Office,Furniture,653.55,3,0,111.1
DR-12940,Home Office,Office Supplies,114.6,5,0,51.57
DR-12940,Home Office,Furniture,60.74,1,0,15.19
DR-12940,Home Office,Furniture,124.36,2,0,27.36
DR-12940,Home Office,Office Supplies,1088.76,6,0,315.74
DM-13015,Consumer,Office Supplies,6.72,5,0.2,2.35
DM-13015,Consumer,Furniture,298.776,3,0.2,7.47
BD-11620,Consumer,Technology,302.376,3,0.2,22.68
DC-12850,Consumer,Office Supplies,8.928,2,0.2,0.56
DC-12850,Consumer,Office Supplies,47.584,2,0.2,-2.97
MT-18070,Home Office,Office Supplies,33.792,8,0.2,10.56
MT-18070,Home Office,Furniture,300.5328,2,0.32,-97.23
MT-18070,Home Office,Office Supplies,2.724,2,0.8,-4.36
MT-18070,Home Office,Office Supplies,3.264,2,0.2,1.1
MJ-17740,Consumer,Office Supplies,108.336,6,0.2,37.92
MJ-17740,Consumer,Office Supplies,55.92,5,0.2,6.29
MJ-17740,Consumer,Office Supplies,78.304,2,0.2,29.36
ND-18370,Consumer,Office Supplies,443.92,5,0.2,-94.33
ND-18370,Consumer,Technology,155.976,3,0.2,54.59
CA-11965,Corporate,Office Supplies,15.47,7,0,4.18
CA-11965,Corporate,Office Supplies,7.16,2,0,3.44
GA-14725,Consumer,Office Supplies,10.89,1,0,2.83
GA-14725,Consumer,Office Supplies,19.44,3,0,9.33
GA-14725,Consumer,Office Supplies,121.6,5,0.2,39.52
TC-21295,Consumer,Technology,695.7,2,0.5,-27.83
JB-15400,Corporate,Office Supplies,120.33,1,0,31.29
CK-12325,Home Office,Furniture,1139.92,4,0,284.98
RL-19615,Consumer,Office Supplies,229.544,7,0.2,83.21
AC-10660,Consumer,Office Supplies,143.728,2,0.2,-32.34
BH-11710,Consumer,Technology,36.048,3,0.2,-0.9
BG-11695,Corporate,Furniture,845.488,8,0.3,-12.08
XP-21865,Consumer,Office Supplies,50.94,3,0,14.26
SN-20560,Home Office,Office Supplies,762.594,3,0.8,-1143.89
DM-13345,Corporate,Furniture,56.28,6,0,15.76
DM-13345,Corporate,Office Supplies,2690.97,3,0,1264.76
AJ-10780,Corporate,Office Supplies,7.434,6,0.7,-5.7
KC-16255,Corporate,Office Supplies,64.784,1,0.2,-12.96
VF-21715,Home Office,Office Supplies,28.16,4,0,13.24
SV-20935,Consumer,Furniture,14.98,1,0,6.89
SV-20935,Consumer,Furniture,20.32,4,0,6.91
EM-13810,Corporate,Office Supplies,40.29,3,0,10.48
RB-19360,Consumer,Office Supplies,20.23,7,0,9.51
DJ-13510,Corporate,Furniture,1603.136,4,0.2,100.2
CC-12370,Consumer,Furniture,225.296,2,0.2,22.53
SC-20380,Consumer,Technology,67.8,4,0,4.07
SC-20380,Consumer,Technology,377.97,3,0,98.27
SC-20380,Consumer,Furniture,1628.82,9,0,374.63
SC-20380,Consumer,Office Supplies,286.93,7,0,140.6
RH-19495,Consumer,Office Supplies,20.736,4,0.2,7.26
JK-15370,Consumer,Office Supplies,31.44,3,0,8.49
JK-15370,Consumer,Office Supplies,83.79,7,0,22.62
JK-15370,Consumer,Office Supplies,59.52,3,0,15.48
JK-15370,Consumer,Office Supplies,31.92,4,0,9.26
AF-10885,Consumer,Office Supplies,14.72,5,0.2,-3.31
AF-10885,Consumer,Office Supplies,38.976,3,0.2,-2.44
LC-16885,Consumer,Furniture,17.088,2,0.2,1.07
BF-11275,Corporate,Office Supplies,74.352,3,0.2,23.24
BF-11275,Corporate,Furniture,314.352,3,0.2,-35.36
SC-20800,Consumer,Office Supplies,4.26,1,0,1.75
SW-20275,Consumer,Office Supplies,811.28,8,0,24.34
MC-17845,Consumer,Office Supplies,6.03,3,0,2.95
TD-20995,Consumer,Furniture,153.568,2,0.2,-5.76
TD-20995,Consumer,Furniture,1013.488,7,0.2,76.01
Dp-13240,Home Office,Office Supplies,52.34,2,0,24.6
Dp-13240,Home Office,Office Supplies,4.66,2,0,1.35
Dp-13240,Home Office,Technology,254.97,3,0,91.79
SD-20485,Home Office,Office Supplies,25.44,6,0,12.72
SD-20485,Home Office,Office Supplies,27.93,3,0,8.1
TM-21010,Consumer,Office Supplies,8.85,5,0.8,-13.72
BK-11260,Consumer,Furniture,6.96,4,0,2.23
JF-15490,Consumer,Office Supplies,17.456,2,0.2,5.89
EP-13915,Consumer,Furniture,307.92,5,0.2,-34.64
EP-13915,Consumer,Office Supplies,6.63,3,0,1.79
EP-13915,Consumer,Office Supplies,12.96,2,0,6.22
EP-13915,Consumer,Office Supplies,32.4,5,0,15.55
KH-16630,Corporate,Office Supplies,23.85,5,0,10.73
HG-14845,Consumer,Furniture,51.96,2,0,12.99
HG-14845,Consumer,Office Supplies,17.94,3,0,8.61
JC-16105,Corporate,Office Supplies,11.56,2,0,5.66
JC-16105,Corporate,Office Supplies,26.4,5,0,11.88
JC-16105,Corporate,Furniture,69.08,11,0,29.01
JC-16105,Corporate,Technology,35.88,3,0,10.05
KM-16720,Consumer,Office Supplies,49.65,5,0,20.85
EB-13975,Corporate,Technology,959.968,4,0.2,120
PW-19240,Consumer,Furniture,408.422,2,0.3,-5.83
PG-18895,Consumer,Technology,479.984,2,0.2,60
PG-18895,Consumer,Office Supplies,12.6,4,0,6.05
DB-12910,Home Office,Office Supplies,184.66,7,0,84.94
CR-12730,Consumer,Office Supplies,23.12,5,0.2,8.38
KH-16330,Corporate,Office Supplies,37.464,7,0.2,12.18
KH-16330,Corporate,Furniture,539.658,3,0.3,-7.71
CS-12400,Home Office,Office Supplies,310.12,2,0,80.63
DL-12925,Consumer,Office Supplies,8.56,2,0,3.85
DL-12925,Consumer,Office Supplies,52.4,5,0,14.15
DL-12925,Consumer,Office Supplies,14.94,3,0,6.87
ME-17725,Consumer,Office Supplies,11.22,3,0,0.22
VD-21670,Consumer,Office Supplies,387.136,4,0.2,24.2
CK-12205,Consumer,Office Supplies,41.4,5,0,19.46
CK-12205,Consumer,Office Supplies,35,4,0,10.5
CK-12205,Consumer,Office Supplies,39.552,3,0.2,14.34
DL-12925,Consumer,Technology,135.72,3,0,35.29
DL-12925,Consumer,Office Supplies,12.56,2,0,5.65
DL-12925,Consumer,Technology,263.96,4,0,71.27
SE-20110,Consumer,Office Supplies,5.952,1,0.2,0.37
LS-17200,Corporate,Office Supplies,15.8,5,0.2,2.37
LS-17200,Corporate,Furniture,14.368,2,0.2,3.95
LS-17200,Corporate,Furniture,70.448,7,0.2,12.33
MM-17920,Consumer,Office Supplies,129.3,2,0,6.47
DB-13270,Home Office,Office Supplies,3.882,3,0.8,-5.82
RW-19630,Corporate,Office Supplies,6.08,1,0,3.04
JM-16195,Consumer,Office Supplies,19.9,1,0,8.96
JM-16195,Consumer,Furniture,70.71,1,0,4.95
BP-11155,Consumer,Furniture,18.84,3,0,7.91
CT-11995,Consumer,Office Supplies,8.64,3,0,2.51
TH-21550,Home Office,Office Supplies,1633.188,4,0.7,-1306.55
ME-17320,Home Office,Furniture,19.76,4,0,8.3
TT-21220,Consumer,Office Supplies,6.608,2,0.2,2.23
TT-21220,Consumer,Office Supplies,7.28,2,0.2,2.73
TT-21220,Consumer,Furniture,144.784,1,0.2,10.86
GT-14710,Consumer,Technology,156.792,1,0.2,13.72
GT-14710,Consumer,Technology,431.976,3,0.2,27
GT-14710,Consumer,Office Supplies,35.89,1,0,16.15
GT-14710,Consumer,Office Supplies,47.208,7,0.2,15.34
GT-14710,Consumer,Office Supplies,248.08,7,0,116.6
GT-14710,Consumer,Office Supplies,189.7,5,0,89.16
GT-14710,Consumer,Office Supplies,59.808,3,0.2,19.44
JD-16150,Corporate,Furniture,90.99,1,0,14.56
JD-16150,Corporate,Furniture,1526.56,7,0,427.44
JD-16150,Corporate,Furniture,368.97,3,0,40.59
MC-18100,Consumer,Office Supplies,305.01,9,0,76.25
MC-18100,Consumer,Furniture,18.7,1,0,7.11
LH-17020,Consumer,Furniture,38.29,7,0,16.46
MP-18175,Home Office,Furniture,26.25,3,0,11.03
MP-18175,Home Office,Office Supplies,64.96,14,0.2,22.74
MP-18175,Home Office,Office Supplies,43.7,5,0,20.54
EM-14140,Home Office,Technology,41.6,4,0.2,13
EM-14140,Home Office,Office Supplies,23.12,5,0.2,8.38
EM-14140,Home Office,Furniture,113.888,2,0.2,9.97
EM-14140,Home Office,Furniture,113.568,2,0.2,-5.68
EM-14140,Home Office,Technology,7.92,2,0.2,0.69
EM-14140,Home Office,Technology,671.984,2,0.2,50.4
GG-14650,Corporate,Technology,39.99,1,0,11.6
MA-17995,Home Office,Furniture,191.646,3,0.1,31.94
SH-20395,Consumer,Office Supplies,2.313,1,0.7,-1.93
KT-16465,Consumer,Office Supplies,19.936,4,0.2,7.23
KT-16465,Consumer,Office Supplies,45.92,4,0,21.58
PO-19180,Home Office,Office Supplies,20.34,3,0,9.36
PO-19180,Home Office,Office Supplies,39.28,8,0,19.25
AY-10555,Corporate,Furniture,81.568,2,0.2,9.18
AY-10555,Corporate,Furniture,97.184,2,0.2,6.07
AY-10555,Corporate,Office Supplies,24.32,5,0.2,8.21
AY-10555,Corporate,Furniture,18.96,2,0,7.58
Co-12640,Consumer,Furniture,32.952,6,0.6,-19.77
Co-12640,Consumer,Office Supplies,30.016,4,0.2,3
JF-15565,Consumer,Office Supplies,499.584,3,0.2,43.71
JF-15565,Consumer,Office Supplies,31.104,6,0.2,10.89
JF-15565,Consumer,Office Supplies,13.272,8,0.7,-10.62
JF-15565,Consumer,Furniture,28.272,2,0.2,6.36
JF-15565,Consumer,Office Supplies,259.136,4,0.2,-51.83
AR-10510,Consumer,Office Supplies,10.8,5,0,5.18
AG-10675,Consumer,Furniture,244.006,2,0.3,-31.37
AG-10675,Consumer,Office Supplies,15.936,4,0.2,5.38
DV-13045,Corporate,Furniture,188.552,7,0.3,-2.69
HL-15040,Consumer,Office Supplies,22.58,2,0,5.87
ND-18370,Consumer,Furniture,545.94,6,0,87.35
GB-14575,Consumer,Office Supplies,20.736,4,0.2,7.26
GB-14575,Consumer,Furniture,43.296,2,0.2,4.33
CL-12565,Consumer,Furniture,123.136,4,0.2,13.85
CL-12565,Consumer,Office Supplies,11.264,4,0.2,3.8
RC-19960,Consumer,Office Supplies,53.424,3,0.2,4.67
RC-19960,Consumer,Furniture,275.49,1,0.5,-170.8
JB-16045,Home Office,Furniture,24.96,4,0,6.24
JB-16045,Home Office,Office Supplies,19.36,2,0,9.29
JB-16045,Home Office,Office Supplies,1267.65,9,0,152.12
MC-17635,Corporate,Technology,12.99,1,0,0.78
MC-17635,Corporate,Office Supplies,18.56,4,0.2,6.5
MC-17635,Corporate,Office Supplies,449.15,5,0,8.98
MC-17635,Corporate,Office Supplies,31.248,7,0.2,10.94
TT-21265,Corporate,Office Supplies,61.44,3,0,16.59
MJ-17740,Consumer,Office Supplies,895.92,4,0,421.08
AT-10735,Consumer,Office Supplies,55.36,4,0.2,18.68
PB-19150,Consumer,Office Supplies,55.92,5,0.2,6.29
NW-18400,Consumer,Office Supplies,24.896,4,0.2,8.4
NW-18400,Consumer,Furniture,3.984,1,0.2,0.65
NW-18400,Consumer,Technology,95.968,4,0.2,28.79
NW-18400,Consumer,Technology,206.991,3,0.7,-172.49
NW-18400,Consumer,Office Supplies,44.416,2,0.2,3.89
NW-18400,Consumer,Office Supplies,9.006,2,0.7,-7.2
VP-21730,Home Office,Office Supplies,19,5,0,8.93
RD-19810,Home Office,Office Supplies,33.376,4,0.2,10.43
MG-17875,Home Office,Office Supplies,207.48,1,0,62.24
PA-19060,Home Office,Office Supplies,91.68,3,0,45.84
CR-12730,Consumer,Office Supplies,904.9,5,0,253.37
AA-10375,Consumer,Office Supplies,34.272,3,0.2,11.14
JG-15160,Consumer,Furniture,191.82,3,0,74.81
RR-19525,Corporate,Office Supplies,243.88,5,0.2,27.44
SR-20425,Home Office,Office Supplies,12.03,5,0.7,-9.22
SR-20425,Home Office,Technology,2549.985,5,0.7,-3399.98
SR-20425,Home Office,Office Supplies,21.594,2,0.7,-15.84
SR-20425,Home Office,Office Supplies,8.964,6,0.7,-6.57
SR-20425,Home Office,Office Supplies,20.736,4,0.2,7.26
LS-16975,Home Office,Furniture,344.22,2,0.4,-103.27
MH-18115,Home Office,Office Supplies,727.296,8,0.2,-172.73
MH-18115,Home Office,Furniture,22.608,3,0.6,-10.17
MH-18115,Home Office,Technology,666.4,7,0.2,-33.32
SC-20095,Consumer,Office Supplies,5.04,3,0,0.2
SC-20095,Consumer,Office Supplies,92.94,3,0,41.82
SC-20095,Consumer,Furniture,66.69,3,0,22.01
SC-20095,Consumer,Office Supplies,91.68,5,0.2,28.65
